ID_Frase,Frase_Original,N_Perturbacoes,Estabilidade_Jaccard,Top_Palavras,Explicacao_SLM
52,eu super recomendo. gostei muito do produto do atendimento e chegou no prazo certo.,200,1.0,"[np.str_('gostei'), np.str_('recomendo'), np.str_('super'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""recomendo"", ""super"" e ""muito"" têm pesos positivos relativamente altos, indicando que essas expressões têm um forte impacto na classificação positiva da frase. A palavra ""gostei"" também contribui ligeiramente para o sentimento positivo. Juntas, essas palavras sugerem que o usuário teve uma experiência muito boa com o produto e o atendimento, o que explica por que o modelo classificou a frase como positiva."
52,eu super recomendo. gostei muito do produto do atendimento e chegou no prazo certo.,500,1.0,"[np.str_('gostei'), np.str_('recomendo'), np.str_('super'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""recomendo"", ""super"" e ""muito"" têm pesos positivos significativos, indicando que essas expressões têm um forte impacto na classificação positiva da frase. A palavra ""gostei"" também contribui ligeiramente para o sentimento positivo. Juntas, essas palavras sugerem que o usuário teve uma experiência muito boa com o produto e o atendimento, e que chegou no prazo certo, o que levou o modelo a classificar a frase como positiva."
52,eu super recomendo. gostei muito do produto do atendimento e chegou no prazo certo.,1000,1.0,"[np.str_('recomendo'), np.str_('gostei'), np.str_('muito'), np.str_('super')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""recomendo"", ""gostei"", ""muito"", e ""super"" têm pesos positivos, indicando que essas expressões têm um impacto positivo na classificação do sentimento da frase. Especificamente, ""recomendo"" tem o peso mais alto, seguido por ""gostei"", ""muito"", e ""super"", que também contribuem positivamente. Portanto, o modelo conclui que a frase é positiva, pois essas palavras expressam aprovação e satisfação."
53,"Boa tarde, gostaria de saber qual o peso suportado pela poltrona. Att.",10,0.0,"[np.str_('poltrona'), np.str_('Boa'), np.str_('qual'), np.str_('tarde')]","Com base nos pesos calculados pelo LIME, a frase parece levemente positiva. As palavras ""Boa"" e ""poltrona"" têm pesos positivos e são consideradas importantes, enquanto ""qual"" e ""tarde"" têm pesos negativos, mas são menos influentes. O peso positivo da palavra ""poltrona"" sugere que o usuário está interessado em uma informação específica sobre a poltrona, o que pode ser visto como um sinal positivo de interesse."
53,"Boa tarde, gostaria de saber qual o peso suportado pela poltrona. Att.",50,0.6,"[np.str_('Boa'), np.str_('qual'), np.str_('tarde'), np.str_('pela')]","Com base nos pesos calculados pelo LIME, podemos notar que a palavra ""Boa"" levemente positiva (0.0774) contribui para um sentimento positivo. No entanto, a palavra ""qual"" é significativamente negativa (-0.0757), puxando o sentimento para o lado negativo. As palavras ""tarde"" e ""pela"" têm pesos menores e menos influentes. Portanto, embora haja um leve tom positivo, a frase parece mais neutra ou até ligeiramente negativa devido à forte influência da palavra ""qual""."
53,"Boa tarde, gostaria de saber qual o peso suportado pela poltrona. Att.",100,1.0,"[np.str_('qual'), np.str_('Boa'), np.str_('pela'), np.str_('tarde')]","Com base nos pesos calculados pelo LIME, a frase ""Boa tarde, gostaria de saber qual o peso suportado pela poltrona. Att."" foi classificada de forma neutra a ligeiramente positiva. Isso ocorre porque a palavra ""Boa"" teve um peso positivo (0.0930), indicando um tom positivo. No entanto, a palavra ""qual"" teve um peso negativo (-0.0944), sugerindo alguma dúvida ou preocupação. As palavras ""pela"" e ""tarde"" tiveram pesos menores e menos influentes."
53,"Boa tarde, gostaria de saber qual o peso suportado pela poltrona. Att.",200,1.0,"[np.str_('qual'), np.str_('Boa'), np.str_('tarde'), np.str_('pela')]","Com base nos pesos calculados pelo LIME, podemos ver que a palavra ""Boa"" tem um peso ligeiramente positivo (0.0873), o que sugere um tom positivo. No entanto, as palavras ""qual"" e ""tarde"" têm pesos negativos (-0.0910 e -0.0538, respectivamente), diminuindo um pouco essa positividade. A palavra ""pela"" tem um peso positivo mais fraco (0.0499), mas não é suficiente para compensar os pesos negativos. Portanto, o modelo decidiu que a frase tem um sentimento ligeiramente negativo devido à predominância dos pesos negativos."
53,"Boa tarde, gostaria de saber qual o peso suportado pela poltrona. Att.",500,1.0,"[np.str_('Boa'), np.str_('qual'), np.str_('tarde'), np.str_('pela')]","Com base nos pesos calculados pelo LIME, podemos ver que a palavra ""Boa"" levemente favorece a classificação positiva, com um peso de 0.0962. No entanto, a palavra ""qual"" tem um peso negativo mais significativo (-0.0926), indicando que ela tem um impacto maior na classificação negativa. As palavras ""tarde"" e ""pela"" têm pesos menores, com ""pela"" ligeiramente positiva e ""tarde"" negativa. Dado que o peso negativo da palavra ""qual"" é maior que o positivo de ""Boa"", o modelo decidiu que a frase tem um sentimento ligeiramente negativo."
53,"Boa tarde, gostaria de saber qual o peso suportado pela poltrona. Att.",1000,1.0,"[np.str_('qual'), np.str_('Boa'), np.str_('tarde'), np.str_('pela')]","Com base nos pesos calculados pelo LIME, podemos notar que a palavra ""Boa"" tem um peso ligeiramente positivo (0.0919), o que sugere um tom levemente positivo. No entanto, as palavras ""qual"" e ""tarde"" têm pesos negativos (-0.0934 e -0.0555, respectivamente), diminuindo um pouco essa positividade. A palavra ""pela"" tem um peso positivo mais fraco (0.0505), mas não é suficiente para compensar os pesos negativos. Portanto, o modelo decidiu que a frase tem um sentimento ligeiramente negativo devido à predominância dos pesos negativos."
54,"Já tive um Fila antes. Pena que tive de comprar um número acima porque não  tinha meu número, que é 33. Mesmo assim valeu a pena. Muito confortável.",10,0.0,"[np.str_('comprar'), np.str_('não'), np.str_('um'), np.str_('33')]","Com base nos pesos calculados pelo LIME, as palavras ""não"", ""um"", e ""33"" têm pesos negativos, indicando que essas expressões têm um efeito negativo na classificação do sentimento. No entanto, o peso positivo de ""comprar"" e a afirmação final de que o produto ""valeu a pena"" e é ""muito confortável"" são mais influentes. Portanto, apesar das pequenas influências negativas, o sentimento overall é positivo."
54,"Já tive um Fila antes. Pena que tive de comprar um número acima porque não  tinha meu número, que é 33. Mesmo assim valeu a pena. Muito confortável.",50,0.14285714285714285,"[np.str_('não'), np.str_('pena'), np.str_('confortável'), np.str_('Muito')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem uma inclinação positiva. Palavras como ""confortável"" e ""valeu a pena"" têm pesos positivos, indicando que essas expressões tiveram um impacto positivo na classificação. Embora a palavra ""não"" tenha um peso negativo leve, e ""pena"" tenha um peso ainda mais leve negativo, a palavra ""Muito"" também contribui positivamente, ajudando a balanço final a ser positivo."
54,"Já tive um Fila antes. Pena que tive de comprar um número acima porque não  tinha meu número, que é 33. Mesmo assim valeu a pena. Muito confortável.",100,0.6,"[np.str_('não'), np.str_('Pena'), np.str_('pena'), np.str_('Muito')]","Com base nos pesos calculados pelo LIME, a frase parece ter um sentimento ligeiramente positivo. Isso se deve principalmente ao peso positivo da palavra ""Muito"" (0.0305), que indica grande satisfação. Embora a palavra ""não"" tenha um peso negativo (-0.0911), indicando alguma desaprovação, o peso da palavra ""valeu a pena"" (embora não tenha sido explicitamente listado, é refletido na frase) é mais forte e positivo, predominando na classificação final."
54,"Já tive um Fila antes. Pena que tive de comprar um número acima porque não  tinha meu número, que é 33. Mesmo assim valeu a pena. Muito confortável.",200,1.0,"[np.str_('não'), np.str_('Pena'), np.str_('pena'), np.str_('Muito')]","Com base nos pesos calculados pelo LIME, a frase parece ter um sentimento ligeiramente positivo. Isso ocorre porque as palavras com pesos mais altos, como ""Muito"" (0.0381), indicam uma forte sensação de conforto, que é um aspecto positivo. Além disso, as palavras com pesos negativos, como ""não"" (-0.0986), têm um efeito menor, pois seu peso é mais baixo. Portanto, apesar de alguns pequenos contratempos mencionados, o modelo entende que a experiência geral foi boa."
54,"Já tive um Fila antes. Pena que tive de comprar um número acima porque não  tinha meu número, que é 33. Mesmo assim valeu a pena. Muito confortável.",500,1.0,"[np.str_('não'), np.str_('pena'), np.str_('Pena'), np.str_('Muito')]","Com base nos pesos calculados pelo LIME, podemos ver que a palavra ""não"" tem um peso negativo (-0.1098), o que sugere que essa palavra tem um efeito negativo na classificação do sentimento. No entanto, as palavras ""Muito"" (com peso positivo de 0.0306) e as frases ""Pena que tive de comprar um número acima"" e ""valeu a pena"" têm pesos levemente positivos ou neutros, indicando sentimentos mistos. Embora haja um elemento de desapontamento expresso, a frase termina com um forte sentimento positivo, o que finalmente puxa a classificação para um sentimento geralmente positivo."
54,"Já tive um Fila antes. Pena que tive de comprar um número acima porque não  tinha meu número, que é 33. Mesmo assim valeu a pena. Muito confortável.",1000,1.0,"[np.str_('não'), np.str_('Pena'), np.str_('pena'), np.str_('Muito')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem um sentimento ligeiramente positivo. Palavras como ""Muito confortável"" têm um peso positivo, indicando que o usuário valorizou a experiência. Embora termos como ""não"" e ""Pena"" tenham pesos negativos, eles são menores em magnitude, e a frase termina com um comentário positivo, fazendo com que o sentimento overall seja ligeiramente favorável."
55,"Fiquei satisfeita com a compra , recebi em perfeito estado o material, e antes do prazo previsto. Foi bom demais pois pude terminar o trabalho também com antecedência.",10,0.0,"[np.str_('previsto'), np.str_('pude'), np.str_('bom'), np.str_('também')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""pude"" têm pesos relativamente altos, indicando que elas têm um forte impacto positivo na classificação da frase. A palavra ""bom"" recebeu o maior peso positivo, sugerindo que a frase foi classificada como positiva devido à expressão ""Foi bom demais"". Além disso, a palavra ""pude"" também contribuiu positivamente, indicando que o usuário conseguiu terminar o trabalho com antecedência, o que é visto como uma situação positiva."
55,"Fiquei satisfeita com a compra , recebi em perfeito estado o material, e antes do prazo previsto. Foi bom demais pois pude terminar o trabalho também com antecedência.",50,0.14285714285714285,"[np.str_('bom'), np.str_('perfeito'), np.str_('satisfeita'), np.str_('recebi')]","Com base nos pesos atribuídos pelo algoritmo LIME, podemos ver que as palavras ""bom"", ""perfeito"" e ""satisfeita"" têm pesos positivos, indicando sentimentos positivos. A palavra ""recebi"", embora tenha um peso negativo leve, não é suficientemente forte para influenciar a classificação final. Portanto, a frase foi classificada como positiva, pois as palavras com pesos mais significativos (""bom"", ""perfeito"", ""satisfeita"") puxam a classificação para o lado positivo."
55,"Fiquei satisfeita com a compra , recebi em perfeito estado o material, e antes do prazo previsto. Foi bom demais pois pude terminar o trabalho também com antecedência.",100,1.0,"[np.str_('bom'), np.str_('satisfeita'), np.str_('recebi'), np.str_('perfeito')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""satisfeita"" têm pesos positivos significativos, indicando sentimentos positivos. Por outro lado, a palavra ""recebi"" tem um peso negativo leve, mas as palavras ""perfeito"" e ""antes do prazo previsto"" também contribuem positivamente. Portanto, o modelo decidiu que a frase é positiva, pois as palavras com pesos mais altos (""bom"" e ""satisfeita"") puxam a classificação para o lado positivo."
55,"Fiquei satisfeita com a compra , recebi em perfeito estado o material, e antes do prazo previsto. Foi bom demais pois pude terminar o trabalho também com antecedência.",200,1.0,"[np.str_('bom'), np.str_('recebi'), np.str_('perfeito'), np.str_('satisfeita')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""bom"" e ""satisfeita"" têm pesos positivos, indicando sentimentos positivos. Embora ""recebi"" tenha um peso negativo leve, as palavras ""perfeito"" e ""satisfeita"" têm pesos mais positivos e influenciam mais na classificação. Portanto, o modelo decidiu que a frase é positiva."
55,"Fiquei satisfeita com a compra , recebi em perfeito estado o material, e antes do prazo previsto. Foi bom demais pois pude terminar o trabalho também com antecedência.",500,1.0,"[np.str_('bom'), np.str_('recebi'), np.str_('perfeito'), np.str_('satisfeita')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""bom"" e ""satisfeita"" têm pesos positivos, indicando sentimentos positivos. Embora ""recebi"" tenha um peso negativo leve, as palavras ""perfeito"" e ""satisfeita"" têm pesos próximos, fortalecendo a impressão geral positiva. Portanto, o modelo decidiu que a frase é positiva, pois as palavras mais influentes são fortemente positivas."
55,"Fiquei satisfeita com a compra , recebi em perfeito estado o material, e antes do prazo previsto. Foi bom demais pois pude terminar o trabalho também com antecedência.",1000,1.0,"[np.str_('bom'), np.str_('satisfeita'), np.str_('perfeito'), np.str_('recebi')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"", ""satisfeita"" e ""perfeito"" têm pesos positivos significativos, indicando sentimentos positivos. A palavra ""recebi"", embora tenha um peso negativo leve, não é suficientemente forte para influenciar a classificação final. Portanto, o modelo decidiu que a frase é positiva, pois as palavras com pesos mais altos expressam satisfação e aprovação."
56,Super recomendo. O produto é excelente material bom. Facitita bem a vida,10,0.0,"[np.str_('bom'), np.str_('excelente'), np.str_('recomendo'), np.str_('Facitita')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""excelente"", ""bom"", e ""recomendo"" têm pesos positivos, indicando que essas palavras contribuem para uma classificação positiva. A palavra ""Facitita"" também tem um peso positivo, embora ligeiramente menor. Esses termos positivos, juntos, sugerem que o usuário tem uma opinião favorável sobre o produto, o que faz o modelo classificar a frase como positiva."
56,Super recomendo. O produto é excelente material bom. Facitita bem a vida,50,0.6,"[np.str_('bom'), np.str_('excelente'), np.str_('recomendo'), np.str_('Super')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""excelente"", ""recomendo"" e ""Super"" têm pesos positivos, indicando que essas expressões têm um impacto significativo na classificação positiva da frase. A palavra ""bom"" também contribui ligeiramente positivamente. Juntas, essas palavras formam uma frase que expressa uma opinião positiva sobre o produto, levando o modelo a classificar a frase como positiva."
56,Super recomendo. O produto é excelente material bom. Facitita bem a vida,100,0.6,"[np.str_('bom'), np.str_('excelente'), np.str_('bem'), np.str_('recomendo')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""excelente"", ""bom"" e ""bem"" têm pesos positivos, indicando sentimentos positivos. A palavra ""recomendo"" também contribui com um peso positivo. Dado que essas palavras são as mais importantes na frase e têm pesos significativos, o modelo concluiu que a frase é positiva, pois elas expressam aprovação e satisfação com o produto."
56,Super recomendo. O produto é excelente material bom. Facitita bem a vida,200,0.6,"[np.str_('bom'), np.str_('excelente'), np.str_('material'), np.str_('recomendo')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""excelente"" e ""recomendo"" têm pesos positivos significativos, indicando que essas palavras são muito importantes para a classificação positiva da frase. A palavra ""bom"" também contribui ligeiramente positivamente. Embora ""material"" tenha um peso negativo leve, as palavras com pesos positivos predominam, fazendo com que o modelo decida que a frase é geralmente positiva."
56,Super recomendo. O produto é excelente material bom. Facitita bem a vida,500,1.0,"[np.str_('excelente'), np.str_('bom'), np.str_('material'), np.str_('recomendo')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é positiva porque as palavras ""excelente"" e ""bom"" têm pesos positivos significativos, indicando uma opinião favorável. Embora ""material"" tenha um peso negativo leve, as palavras ""super recomendo"" e ""facilita bem"" também contribuem fortemente para uma classificação positiva, fazendo com que o modelo decida que o sentimento geral da frase é positivo."
56,Super recomendo. O produto é excelente material bom. Facitita bem a vida,1000,0.6,"[np.str_('bom'), np.str_('excelente'), np.str_('recomendo'), np.str_('bem')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""excelente"", ""bom"" e ""recomendo"" têm pesos positivos, indicando um sentimento positivo. A palavra ""bem"" também contribui ligeiramente para essa classificação. Essas palavras importantes sugerem que o usuário está satisfeito com o produto e recomenda-o, o que leva o modelo a classificar a frase como positiva."
57,Para quem tem problema com  oleosidade da pele  é muito  bom . Deixa  bem seca  a pele,10,0.0,"[np.str_('bom'), np.str_('a'), np.str_('da'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que a palavra ""bom"" tem um peso positivo de 0.0261, indicando que ela contribui para um sentimento positivo. Embora as palavras ""a"" e ""da"" tenham pesos muito baixos e negativos, respectivamente, e ""muito"" tenha um peso ligeiramente positivo de 0.0081, a palavra ""bom"" tem o maior peso positivo. Portanto, o modelo decidiu que a frase tem um sentimento positivo, pois a palavra ""bom"" é considerada a mais importante e tem um peso significativamente positivo."
57,Para quem tem problema com  oleosidade da pele  é muito  bom . Deixa  bem seca  a pele,50,0.6,"[np.str_('bom'), np.str_('bem'), np.str_('a'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""bem"" têm pesos positivos, indicando que essas palavras contribuem para um sentimento positivo. Embora a palavra ""a"" tenha um peso negativo, seu impacto é pequeno. A palavra ""muito"" também tem um peso positivo, embora menor que ""bom"". Portanto, o modelo decidiu que essa frase tem um sentimento positivo, pois as palavras com pesos mais altos (""bom"" e ""muito"") têm um efeito mais forte sobre a classificação final."
57,Para quem tem problema com  oleosidade da pele  é muito  bom . Deixa  bem seca  a pele,100,0.6,"[np.str_('bom'), np.str_('bem'), np.str_('muito'), np.str_('seca')]","Com base nos pesos calculados pelo LIME, a frase parece ter um sentimento ligeiramente positivo. A palavra ""bom"" tem um peso positivo de 0.0625, enquanto ""seca"" tem um peso negativo de -0.0182. As palavras ""bem"" e ""muito"" têm pesos menores, mas ainda positivos. Dado que ""bom"" tem o maior peso positivo, o modelo entende que a frase é mais positiva do que negativa, apesar do peso negativo de ""seca"", que sugere que a pele pode ficar muito seca."
57,Para quem tem problema com  oleosidade da pele  é muito  bom . Deixa  bem seca  a pele,200,1.0,"[np.str_('bom'), np.str_('bem'), np.str_('muito'), np.str_('seca')]","Com base nos pesos calculados pelo LIME, a frase parece ter um sentimento ligeiramente positivo. As palavras ""bom"" e ""bem"" têm pesos positivos, indicando que essas palavras contribuem para uma avaliação positiva. Embora a palavra ""seca"" tenha um peso negativo, o impacto de suas palavras positivas é maior, fazendo com que o sentimento overall seja ligeiramente positivo."
57,Para quem tem problema com  oleosidade da pele  é muito  bom . Deixa  bem seca  a pele,500,1.0,"[np.str_('bom'), np.str_('bem'), np.str_('muito'), np.str_('seca')]","Com base nos pesos calculados pelo LIME, podemos ver que a palavra ""bom"" tem um peso positivo de 0.0633, indicando que ela contribui para um sentimento positivo. Além disso, as palavras ""bem"" e ""muito"" também têm pesos levemente positivos, embora menores. No entanto, a palavra ""seca"" tem um peso negativo de -0.0231, sugerindo que ela tem um pequeno efeito negativo. Como os pesos positivos são ligeiramente mais fortes, o modelo decidiu que a frase tem um sentimento ligeiramente positivo."
57,Para quem tem problema com  oleosidade da pele  é muito  bom . Deixa  bem seca  a pele,1000,1.0,"[np.str_('bom'), np.str_('bem'), np.str_('muito'), np.str_('seca')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""bem"" têm pesos positivos, indicando que essas palavras contribuem para um sentimento positivo. Além disso, a palavra ""muito"" também ajuda a enfatizar a positividade. No entanto, a palavra ""seca"" tem um peso negativo leve, sugerindo que a secagem intensa da pele pode ser vista como um aspecto menos positivo. No geral, a frase tem uma inclinação positiva devido às palavras com pesos mais altos, mas há um pequeno contraponto negativo relacionado à secagem da pele."
58,"É um ótimo produto, só faltou ser compatível com moto g5 para espelhamento. E, a Americanas, como sempre, arrasa com a rapidez da entrega!",10,0.0,"[np.str_('ótimo'), np.str_('arrasa'), np.str_('rapidez'), np.str_('faltou')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem uma inclinação positiva, pois palavras como ""ótimo"" e ""arrasa"" têm pesos positivos. Embora a palavra ""faltou"" tenha um peso negativo, o impacto é menor comparado aos termos positivos. Portanto, o modelo entendeu que a frase é geralmente positiva devido à ênfase em aspectos positivos como a qualidade do produto e a rapidez da entrega."
58,"É um ótimo produto, só faltou ser compatível com moto g5 para espelhamento. E, a Americanas, como sempre, arrasa com a rapidez da entrega!",50,0.14285714285714285,"[np.str_('ótimo'), np.str_('entrega'), np.str_('sempre'), np.str_('Americanas')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem uma inclinação positiva. A palavra ""ótimo"" tem o peso mais alto, indicando que o usuário está muito satisfeito com o produto. Além disso, a menção positiva à rapidez da entrega por parte da Americanas também contribui para um sentimento positivo. A única palavra com peso negativo é ""Americanas"", mas seu impacto é muito pequeno em comparação com as palavras positivas. Portanto, o modelo decidiu que o sentimento geral da frase é positivo."
58,"É um ótimo produto, só faltou ser compatível com moto g5 para espelhamento. E, a Americanas, como sempre, arrasa com a rapidez da entrega!",100,0.3333333333333333,"[np.str_('ótimo'), np.str_('sempre'), np.str_('só'), np.str_('rapidez')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""ótimo"" e ""arrasa"" têm pesos positivos significativos, indicando que o usuário está satisfeito com o produto e com a rapidez da entrega. A única palavra com um peso negativo é ""só"", mas seu peso é muito menor que os positivos, o que sugere que a falta de compatibilidade não foi o principal fator na avaliação geral positiva do usuário."
58,"É um ótimo produto, só faltou ser compatível com moto g5 para espelhamento. E, a Americanas, como sempre, arrasa com a rapidez da entrega!",200,0.3333333333333333,"[np.str_('ótimo'), np.str_('sempre'), np.str_('Americanas'), np.str_('com')]","Com base nos pesos calculados pelo LIME, a frase é predominantemente positiva. A palavra ""ótimo"" tem um peso positivo significativo (0.0630), indicando que o usuário está muito satisfeito com o produto. Além disso, a palavra ""sempre"" (0.0277) também contribui positivamente, sugerindo consistência na qualidade do serviço. Embora a palavra ""Americanas"" tenha um peso negativo leve (-0.0220), e a palavra ""com"" também tenha um peso negativo pequeno (-0.0188), esses efeitos são menores e não são suficientes para alterar a classificação geral do sentimento da frase, que permanece positiva."
58,"É um ótimo produto, só faltou ser compatível com moto g5 para espelhamento. E, a Americanas, como sempre, arrasa com a rapidez da entrega!",500,0.6,"[np.str_('ótimo'), np.str_('sempre'), np.str_('Americanas'), np.str_('entrega')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem uma inclinação positiva. Palavras como ""ótimo"" e ""arrasa"" com pesos positivos indicam satisfação. Mesmo que haja um pequeno peso negativo com a palavra ""Americanas"", devido à sua baixa intensidade (-0.0246), e um peso neutro para ""entrega"", a frase como um todo é percebida como positiva devido à forte presença de palavras com pesos positivos."
58,"É um ótimo produto, só faltou ser compatível com moto g5 para espelhamento. E, a Americanas, como sempre, arrasa com a rapidez da entrega!",1000,1.0,"[np.str_('ótimo'), np.str_('sempre'), np.str_('Americanas'), np.str_('entrega')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem elementos positivos e negativos. A palavra ""ótimo"" com seu peso positivo de 0.0664 e a expressão ""como sempre, arrasa"" com o peso positivo implícito de ""sempre"" (0.0323) indicam que o usuário está satisfeito geralmente com a compra. No entanto, a palavra ""Americanas"" tem um peso negativo leve de -0.0241, possivelmente devido a uma pequena crítica. O peso positivo mais baixo para ""entrega"" (0.0193) também contribui minimamente para a classificação positiva. Portanto, o modelo decidiu que a frase é geralmente positiva, mas com um leve toque negativo."
59,"Muito bom, com a regulagem pelo potenciometro uso menos energia elétrica e tenho mais conforto.",10,0.0,"[np.str_('potenciometro'), np.str_('Muito'), np.str_('uso'), np.str_('bom')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""Muito"" têm pesos positivos relativamente altos, indicando que essas palavras contribuem para um sentimento positivo. Além disso, a palavra ""potenciometro"" também tem um peso positivo leve, sugerindo que a regulagem pelo potenciômetro é vista como algo positivo. Portanto, o modelo decidiu que essa frase tem um sentimento positivo, pois as palavras mais importantes nela estão associadas a ideias positivas como ""bom"" e ""conforto""."
59,"Muito bom, com a regulagem pelo potenciometro uso menos energia elétrica e tenho mais conforto.",50,0.3333333333333333,"[np.str_('bom'), np.str_('Muito'), np.str_('menos'), np.str_('tenho')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""Muito bom"" e ""conforto"" têm pesos positivos, indicando sentimentos positivos. Embora a palavra ""menos"" tenha um peso negativo, o impacto é menor, e as palavras positivas ainda dominam. Portanto, o modelo decidiu que a frase é geralmente positiva."
59,"Muito bom, com a regulagem pelo potenciometro uso menos energia elétrica e tenho mais conforto.",100,0.6,"[np.str_('bom'), np.str_('Muito'), np.str_('menos'), np.str_('pelo')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é positiva overall. As palavras ""Muito bom"" têm pesos positivos significativos (0.1146 e 0.0533, respectivamente), indicando que o usuário está satisfeito. A palavra ""menos"" tem um peso negativo leve (-0.0399), sugerindo um pequeno impacto negativo, mas as palavras ""pelo"" e ""menos energia elétrica"" juntas não são fortes o suficiente para mudar a classificação geral. Portanto, o modelo decidiu que a frase é positiva."
59,"Muito bom, com a regulagem pelo potenciometro uso menos energia elétrica e tenho mais conforto.",200,0.6,"[np.str_('bom'), np.str_('Muito'), np.str_('menos'), np.str_('uso')]","Com base nos pesos atribuídos pelas palavras na frase, o modelo entende que a expressão ""Muito bom"" é bastante positiva, com pesos positivos para ""Muito"" e ""bom"". No entanto, as palavras ""menos"" e ""uso"" têm pesos negativos, sugerindo que o uso de energia elétrica diminuiu. Apesar disso, a frase como um todo parece mais positiva, pois as palavras com pesos mais altos (""Muito"", ""bom"") têm um impacto maior no sentimento geral. Portanto, o modelo classificou a frase como positiva."
59,"Muito bom, com a regulagem pelo potenciometro uso menos energia elétrica e tenho mais conforto.",500,1.0,"[np.str_('bom'), np.str_('Muito'), np.str_('menos'), np.str_('uso')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. A palavra ""Muito bom"" recebeu pesos positivos significativos, indicando uma opinião positiva. Embora as palavras ""menos"" e ""uso"" tenham pesos negativos levemente mais baixos, eles não são suficientemente fortes para alterar a classificação geral. Portanto, o modelo decidiu que a frase é positiva, refletindo principalmente o feedback positivo sobre o produto ou serviço."
59,"Muito bom, com a regulagem pelo potenciometro uso menos energia elétrica e tenho mais conforto.",1000,1.0,"[np.str_('bom'), np.str_('Muito'), np.str_('menos'), np.str_('uso')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. A palavra ""Muito bom"" recebeu pesos positivos significativos, enquanto ""menos"" e ""uso"" tiveram pesos negativos leves. Isso indica que as partes da frase que expressam satisfação e benefícios (como o uso de menos energia elétrica e maior conforto) são os fatores mais importantes, puxando o sentimento da frase para a classe positiva."
60,Vc compra um kit com 20 cuecas mas só te enviam 10. Muito descepcionante fora a função que dá pra reaver o dindin novamente.,10,0.0,"[np.str_('compra'), np.str_('novamente'), np.str_('10'), np.str_('descepcionante')]","Com base nos pesos calculados pelo LIME, a frase parece refletir um sentimento negativo. Palavras como ""descepcionante"" têm um peso positivo leve, mas a palavra ""descepcionante"" mesmo tem um peso ainda mais positivo. Além disso, as palavras ""compra"" e ""novamente"" têm pesos negativos, indicando insatisfação. Esses pesos sugerem que a experiência do usuário foi ruim devido à falta de itens comprados e à desilusão com a situação, mesmo que haja uma pequena chance de reembolso."
60,Vc compra um kit com 20 cuecas mas só te enviam 10. Muito descepcionante fora a função que dá pra reaver o dindin novamente.,50,0.0,"[np.str_('Muito'), np.str_('só'), np.str_('kit'), np.str_('função')]","Com base nos pesos calculados pelo LIME, a frase expressa uma sensação negativa, pois as palavras com pesos mais baixos, como ""só"" e ""kit"", têm um impacto negativo. A palavra ""Muito"" tem um peso leve positivo, mas não é suficiente para contrabalançar os pesos negativos. Isso sugere que a experiência do usuário foi desagradável devido à quantidade insatisfatória de cuecas recebidas, apesar da possibilidade de reembolso."
